 Date ,Close/Last,Volume,Open,High,Low
6/16/2023,184.92,"101,256,200.00",186.73,186.99,184.27
6/15/2023,186.01,"65,433,170.00",183.96,186.52,183.78
6/14/2023,183.95,"57,462,880.00",183.37,184.39,182.02
6/13/2023,183.31,"54,929,130.00",182.80,184.15,182.44
6/12/2023,183.79,"54,755,000.00",181.27,183.89,180.97
6/9/2023,180.96,"48,899,970.00",181.50,182.23,180.63
6/8/2023,180.57,"50,214,880.00",177.90,180.84,177.46
6/7/2023,177.82,"61,944,620.00",178.44,181.21,177.32
6/6/2023,179.21,"64,848,370.00",179.97,180.12,177.43
6/5/2023,179.58,"121,946,500.00",182.63,184.95,178.04
6/2/2023,180.95,"61,996,910.00",181.03,181.78,179.26
6/1/2023,180.09,"68,901,810.00",177.70,180.12,176.93
5/31/2023,177.25,"99,625,290.00",177.33,179.35,176.76
5/30/2023,177.30,"55,964,400.00",176.96,178.99,176.57
5/26/2023,175.43,"54,834,980.00",173.32,175.77,173.11
5/25/2023,172.99,"56,058,260.00",172.41,173.90,171.69
5/24/2023,171.84,"45,143,490.00",171.09,172.42,170.52
5/23/2023,171.56,"50,747,260.00",173.13,173.38,171.28
5/22/2023,174.20,"43,570,930.00",173.98,174.71,173.45
5/19/2023,175.16,"55,809,480.00",176.39,176.39,174.94
5/18/2023,175.05,"65,496,660.00",173.00,175.24,172.58
5/17/2023,172.69,"57,951,600.00",171.71,172.93,170.42
5/16/2023,172.07,"42,110,290.00",171.99,173.14,171.80
5/15/2023,172.07,"37,266,660.00",173.16,173.21,171.47
5/12/2023,172.57,"45,533,140.00",173.62,174.06,171.00
5/11/2023,173.75,"49,514,680.00",173.85,174.59,172.17
5/10/2023,173.56,"53,724,500.00",173.02,174.03,171.90
5/9/2023,171.77,"45,326,870.00",173.05,173.54,171.60
5/8/2023,173.50,"55,962,790.00",172.48,173.85,172.11
5/5/2023,173.57,"113,453,200.00",170.98,174.30,170.76
5/4/2023,165.79,"81,235,430.00",164.89,167.04,164.31
5/3/2023,167.45,"65,136,020.00",169.50,170.92,167.16
5/2/2023,168.54,"48,425,700.00",170.09,170.35,167.54
5/1/2023,169.59,"52,472,940.00",169.28,170.45,168.64
4/28/2023,169.68,"55,275,850.00",168.49,169.85,167.88
4/27/2023,168.41,"64,902,330.00",165.19,168.56,165.19
4/26/2023,163.76,"45,498,800.00",163.06,165.28,162.80
4/25/2023,163.77,"48,714,060.00",165.19,166.31,163.73
4/24/2023,165.33,"41,949,580.00",165.00,165.60,163.89
4/21/2023,165.02,"58,337,340.00",165.05,166.45,164.49
4/20/2023,166.65,"52,456,380.00",166.09,167.87,165.56
4/19/2023,167.63,"47,720,170.00",165.80,168.16,165.54
4/18/2023,166.47,"49,923,010.00",166.10,167.41,165.65
4/17/2023,165.23,"41,516,220.00",165.09,165.39,164.03
4/14/2023,165.21,"49,386,480.00",164.59,166.32,163.82
4/13/2023,165.56,"68,445,650.00",161.63,165.80,161.42
4/12/2023,160.10,"50,133,060.00",161.22,162.06,159.78
4/11/2023,160.80,"47,644,220.00",162.35,162.36,160.51
4/10/2023,162.03,"47,716,880.00",161.42,162.03,160.08
4/6/2023,164.66,"45,390,120.00",162.43,164.96,162.00
4/5/2023,163.76,"51,511,740.00",164.74,165.05,161.80
4/4/2023,165.63,"46,278,300.00",166.60,166.84,165.11
4/3/2023,166.17,"56,976,190.00",164.27,166.29,164.22
3/31/2023,164.90,"68,749,790.00",162.44,165.00,161.91
3/30/2023,162.36,"49,501,690.00",161.53,162.47,161.27
3/29/2023,160.77,"51,305,690.00",159.37,161.05,159.35
3/28/2023,157.65,"45,992,150.00",157.97,158.49,155.98
3/27/2023,158.28,"52,390,270.00",159.94,160.77,157.87
3/24/2023,160.25,"59,256,340.00",158.86,160.34,157.85
3/23/2023,158.93,"67,622,060.00",158.83,161.55,157.68
3/22/2023,157.83,"75,701,810.00",159.30,162.14,157.81
3/21/2023,159.28,"73,938,290.00",157.32,159.40,156.54
3/20/2023,157.40,"73,641,420.00",155.07,157.82,154.15
3/17/2023,155.00,"98,944,630.00",156.08,156.74,154.28
3/16/2023,155.85,"76,254,420.00",152.16,156.46,151.64
3/15/2023,152.99,"77,167,870.00",151.19,153.25,149.92
3/14/2023,152.59,"73,695,890.00",151.28,153.40,150.10
3/13/2023,150.47,"84,457,120.00",147.81,153.14,147.70
3/10/2023,148.50,"68,572,400.00",150.21,150.94,147.61
3/9/2023,150.59,"53,833,580.00",153.56,154.54,150.23
3/8/2023,152.87,"47,204,790.00",152.81,153.47,151.83
3/7/2023,151.60,"56,182,030.00",153.70,154.03,151.13
3/6/2023,153.83,"87,558,030.00",153.79,156.30,153.46
3/3/2023,151.03,"70,732,300.00",148.05,151.11,147.33
3/2/2023,145.91,"52,279,760.00",144.38,146.71,143.90
3/1/2023,145.31,"55,478,990.00",146.83,147.23,145.01
2/28/2023,147.41,"50,547,000.00",147.05,149.08,146.83
2/27/2023,147.92,"44,998,470.00",147.71,149.17,147.45
2/24/2023,146.71,"55,469,610.00",147.11,147.19,145.72
2/23/2023,149.40,"48,394,250.00",150.09,150.34,147.24
2/22/2023,148.91,"51,011,310.00",148.87,149.95,147.16
2/21/2023,148.48,"58,867,230.00",150.20,151.30,148.41
2/17/2023,152.55,"59,144,120.00",152.35,153.00,150.85
2/16/2023,153.71,"68,167,940.00",153.51,156.33,153.35
2/15/2023,155.33,"65,669,250.00",153.11,155.50,152.88
2/14/2023,153.20,"61,707,570.00",152.12,153.77,150.86
2/13/2023,153.85,"62,199,010.00",150.95,154.26,150.92
2/10/2023,151.01,"57,450,710.00",149.46,151.34,149.22
2/9/2023,150.87,"56,007,140.00",153.78,154.33,150.42
2/8/2023,151.92,"64,120,080.00",153.88,154.58,151.17
2/7/2023,154.65,"83,322,550.00",150.64,155.23,150.64
2/6/2023,151.73,"69,858,310.00",152.58,153.10,150.78
2/3/2023,154.50,"154,357,300.00",148.03,157.38,147.83
2/2/2023,150.82,"118,339,000.00",148.90,151.18,148.17
2/1/2023,145.43,"77,663,630.00",143.97,146.61,141.32
1/31/2023,144.29,"65,874,460.00",142.70,144.34,142.28
1/30/2023,143.00,"64,015,270.00",144.96,145.55,142.85
1/27/2023,145.93,"70,555,840.00",143.16,147.23,143.08
1/26/2023,143.96,"54,105,070.00",143.17,144.25,141.90
1/25/2023,141.86,"65,799,350.00",140.89,142.43,138.81
1/24/2023,142.53,"66,435,140.00",140.31,143.16,140.30
1/23/2023,141.11,"81,760,310.00",138.12,143.32,137.90
1/20/2023,137.87,"80,223,630.00",135.28,138.02,134.22
1/19/2023,135.27,"58,280,410.00",134.08,136.25,133.77
1/18/2023,135.21,"69,672,800.00",136.82,138.61,135.03
1/17/2023,135.94,"63,646,630.00",134.83,137.29,134.13
1/13/2023,134.76,"57,809,720.00",132.03,134.92,131.66
1/12/2023,133.41,"71,379,650.00",133.88,134.26,131.44
1/11/2023,133.49,"69,458,950.00",131.25,133.51,130.46
1/10/2023,130.73,"63,896,160.00",130.26,131.26,128.12
1/9/2023,130.15,"70,790,810.00",130.47,133.41,129.89
1/6/2023,129.62,"87,754,720.00",126.01,130.29,124.89
1/5/2023,125.02,"80,962,710.00",127.13,127.77,124.76
1/4/2023,126.36,"89,113,630.00",126.89,128.66,125.08
1/3/2023,125.07,"112,117,500.00",130.28,130.90,124.17
12/30/2022,129.93,"77,034,210.00",128.41,129.95,127.43
12/29/2022,129.61,"75,703,710.00",127.99,130.48,127.73
12/28/2022,126.04,"85,438,390.00",129.67,131.03,125.87
12/27/2022,130.03,"69,007,830.00",131.38,131.41,128.72
12/23/2022,131.86,"63,814,890.00",130.92,132.42,129.64
12/22/2022,132.23,"77,852,110.00",134.35,134.56,130.30
12/21/2022,135.45,"85,927,990.00",132.98,136.81,132.75
12/20/2022,132.30,"77,432,820.00",131.39,133.25,129.89
12/19/2022,132.37,"79,592,610.00",135.11,135.20,131.32
12/16/2022,134.51,"160,156,900.00",136.69,137.65,133.73
12/15/2022,136.50,"98,931,910.00",141.11,141.80,136.03
12/14/2022,143.21,"82,291,180.00",145.35,146.66,141.16
12/13/2022,145.47,"93,886,160.00",149.50,149.97,144.24
12/12/2022,144.49,"70,462,650.00",142.70,144.50,141.06
12/9/2022,142.16,"76,097,010.00",142.34,145.57,140.90
12/8/2022,142.65,"62,128,340.00",142.36,143.52,141.10
12/7/2022,140.94,"69,721,090.00",142.19,143.37,140.00
12/6/2022,142.91,"64,727,190.00",147.08,147.30,141.92
12/5/2022,146.63,"68,826,440.00",147.77,150.92,145.77
12/2/2022,147.81,"65,447,450.00",145.96,148.00,145.65
12/1/2022,148.31,"71,250,420.00",148.21,149.13,146.61
11/30/2022,148.03,"111,380,900.00",141.40,148.72,140.55
11/29/2022,141.17,"83,763,800.00",144.29,144.81,140.36
11/28/2022,144.22,"69,346,520.00",145.14,146.64,143.38
11/25/2022,148.11,"35,195,860.00",148.31,148.88,147.12
11/23/2022,151.07,"58,301,400.00",149.45,151.83,149.34
11/22/2022,150.18,"51,804,130.00",148.13,150.42,146.93
11/21/2022,148.01,"58,724,070.00",150.16,150.37,147.72
11/18/2022,151.29,"74,829,570.00",152.31,152.70,149.97
11/17/2022,150.72,"80,389,400.00",146.43,151.48,146.15
11/16/2022,148.79,"64,218,270.00",149.13,149.87,147.29
11/15/2022,150.04,"89,868,330.00",152.22,153.59,148.56
11/14/2022,148.28,"73,374,110.00",148.97,150.28,147.43
11/11/2022,149.70,"93,979,670.00",145.82,150.01,144.37
11/10/2022,146.87,"118,854,000.00",141.24,146.87,139.50
11/9/2022,134.87,"74,917,790.00",138.50,138.55,134.59
11/8/2022,139.50,"89,908,480.00",140.41,141.43,137.49
11/7/2022,138.92,"83,374,630.00",137.11,139.15,135.67
11/4/2022,138.38,"140,814,800.00",142.09,142.67,134.38
11/3/2022,138.88,"97,918,520.00",142.06,142.80,138.75
11/2/2022,145.03,"93,604,620.00",148.95,152.17,145.00
11/1/2022,150.65,"80,379,350.00",155.08,155.45,149.13
10/31/2022,153.34,"97,943,170.00",153.16,154.24,151.92
10/28/2022,155.74,"164,762,400.00",148.20,157.50,147.82
10/27/2022,144.80,"109,180,200.00",148.07,149.05,144.13
10/26/2022,149.35,"88,436,170.00",150.96,151.99,148.04
10/25/2022,152.34,"74,732,290.00",150.09,152.49,149.36
10/24/2022,149.45,"75,981,920.00",147.19,150.23,146.00
10/21/2022,147.27,"86,548,610.00",142.87,147.85,142.65
10/20/2022,143.39,"64,521,990.00",143.02,145.89,142.65
10/19/2022,143.86,"61,758,340.00",141.69,144.95,141.50
10/18/2022,143.75,"99,136,610.00",145.49,146.70,140.61
10/17/2022,142.41,"85,250,940.00",141.07,142.90,140.27
10/14/2022,138.38,"88,597,970.00",144.31,144.52,138.19
10/13/2022,142.99,"113,224,000.00",134.99,143.59,134.37
10/12/2022,138.34,"70,433,740.00",139.13,140.36,138.16
10/11/2022,138.98,"77,033,670.00",139.90,141.35,138.22
10/10/2022,140.42,"74,899,000.00",140.42,141.89,138.57
10/7/2022,140.09,"85,925,560.00",142.54,143.10,139.45
10/6/2022,145.43,"68,402,170.00",145.81,147.54,145.22
10/5/2022,146.40,"79,470,970.00",144.08,147.38,143.01
10/4/2022,146.10,"87,830,060.00",145.03,146.22,144.26
10/3/2022,142.45,"114,311,700.00",138.21,143.07,137.69
9/30/2022,138.20,"124,925,300.00",141.28,143.10,138.00
9/29/2022,142.48,"128,138,200.00",146.10,146.72,140.68
9/28/2022,149.84,"146,691,400.00",147.64,150.64,144.84
9/27/2022,151.76,"84,442,740.00",152.74,154.72,149.95
9/26/2022,150.77,"93,339,410.00",149.66,153.77,149.64
9/23/2022,150.43,"96,029,910.00",151.19,151.47,148.56
9/22/2022,152.74,"86,652,540.00",152.38,154.47,150.91
9/21/2022,153.72,"101,696,800.00",157.34,158.74,153.60
9/20/2022,156.90,"107,689,800.00",153.40,158.08,153.08
9/19/2022,154.48,"81,474,250.00",149.31,154.56,149.10
9/16/2022,150.70,"162,278,800.00",151.21,151.35,148.37
9/15/2022,152.37,"90,481,110.00",154.65,155.24,151.38
9/14/2022,155.31,"87,965,410.00",154.79,157.10,153.61
9/13/2022,153.84,"122,656,600.00",159.90,160.54,153.37
9/12/2022,163.43,"104,956,000.00",159.59,164.26,159.30
9/9/2022,157.37,"68,081,010.00",155.47,157.82,154.75
9/8/2022,154.46,"84,923,850.00",154.64,156.36,152.68
9/7/2022,155.96,"87,449,570.00",154.83,156.67,153.61
9/6/2022,154.53,"73,714,840.00",156.47,157.09,153.69
9/2/2022,155.81,"76,957,770.00",159.75,160.36,154.97
9/1/2022,157.96,"74,229,900.00",156.64,158.42,154.67
8/31/2022,157.22,"87,991,090.00",160.31,160.58,157.14
8/30/2022,158.91,"77,906,200.00",162.13,162.56,157.72
8/29/2022,161.38,"73,313,950.00",161.15,162.90,159.82
8/26/2022,163.62,"78,960,980.00",170.57,171.05,163.56
8/25/2022,170.03,"51,218,210.00",168.78,170.14,168.35
8/24/2022,167.53,"53,841,520.00",167.32,168.11,166.25
8/23/2022,167.23,"54,147,080.00",167.08,168.71,166.65
8/22/2022,167.57,"69,026,810.00",169.69,169.86,167.14
8/19/2022,171.52,"70,346,300.00",173.03,173.74,171.31
8/18/2022,174.15,"62,290,080.00",173.75,174.90,173.12
8/17/2022,174.55,"79,542,040.00",172.77,176.15,172.57
8/16/2022,173.03,"56,377,050.00",172.78,173.71,171.66
8/15/2022,173.19,"54,091,690.00",171.52,173.39,171.35
8/12/2022,172.10,"68,039,380.00",169.82,172.17,169.40
8/11/2022,168.49,"57,149,160.00",170.06,170.99,168.19
8/10/2022,169.24,"70,170,540.00",167.68,169.34,166.90
8/9/2022,164.92,"63,135,500.00",164.02,165.82,163.25
8/8/2022,164.87,"60,362,340.00",166.37,167.81,164.20
8/5/2022,165.35,"56,696,990.00",163.21,165.85,163.00
8/4/2022,165.81,"55,474,140.00",166.01,167.19,164.43
8/3/2022,166.13,"82,507,490.00",160.84,166.59,160.75
8/2/2022,160.01,"59,907,030.00",160.10,162.41,159.63
8/1/2022,161.51,"67,829,380.00",161.01,163.59,160.89
7/29/2022,162.51,"101,786,900.00",161.24,163.63,159.50
7/28/2022,157.35,"81,378,730.00",156.98,157.64,154.41
7/27/2022,156.79,"78,620,690.00",152.58,157.33,152.16
7/26/2022,151.60,"55,138,690.00",152.27,153.09,150.80
7/25/2022,152.95,"53,623,950.00",154.01,155.04,152.28
7/22/2022,154.09,"66,675,410.00",155.39,156.28,153.41
7/21/2022,155.35,"65,086,640.00",154.50,155.57,151.94
7/20/2022,153.04,"64,823,410.00",151.12,153.72,150.37
7/19/2022,151.00,"82,982,370.00",147.92,151.23,146.91
7/18/2022,147.07,"81,420,870.00",150.74,151.57,146.70
7/15/2022,150.17,"76,259,930.00",149.78,150.86,148.20
7/14/2022,148.47,"78,140,740.00",144.08,148.95,143.25
7/13/2022,145.49,"71,185,560.00",142.99,146.45,142.12
7/12/2022,145.86,"77,588,760.00",145.76,148.45,145.05
7/11/2022,144.87,"63,305,110.00",145.67,146.64,143.78
7/8/2022,147.04,"64,547,800.00",145.27,147.55,145.00
7/7/2022,146.35,"66,253,710.00",143.29,146.55,143.28
7/6/2022,142.92,"74,064,250.00",141.36,144.12,141.08
7/5/2022,141.56,"73,429,640.00",137.77,141.61,136.93
7/1/2022,138.93,"71,051,550.00",136.04,139.04,135.66
6/30/2022,136.72,"98,964,470.00",137.25,138.37,133.77
6/29/2022,139.23,"66,242,410.00",137.46,140.67,136.67
6/28/2022,137.44,"67,315,330.00",142.13,143.42,137.33
6/27/2022,141.66,"70,207,910.00",142.70,143.49,140.97
6/24/2022,141.66,"89,116,840.00",139.90,141.91,139.77
6/23/2022,138.27,"72,433,770.00",136.82,138.59,135.63
6/22/2022,135.35,"73,409,230.00",134.79,137.76,133.91
6/21/2022,135.87,"81,000,490.00",133.42,137.06,133.32
6/17/2022,131.56,"134,520,300.00",130.07,133.08,129.81
6/16/2022,130.06,"107,961,500.00",132.08,132.39,129.04
6/15/2022,135.43,"91,532,970.00",134.29,137.34,132.16
6/14/2022,132.76,"84,784,330.00",133.13,133.89,131.48
6/13/2022,131.88,"122,207,100.00",132.87,135.20,131.44
6/10/2022,137.13,"91,566,640.00",140.28,140.76,137.06
6/9/2022,142.64,"69,472,980.00",147.08,147.95,142.53
6/8/2022,147.96,"53,950,200.00",148.58,149.87,147.46
6/7/2022,148.71,"67,808,150.00",144.35,149.00,144.10
6/6/2022,146.14,"71,598,380.00",147.03,148.57,144.90
6/3/2022,145.38,"88,570,290.00",146.90,147.97,144.46
6/2/2022,151.21,"72,348,060.00",147.83,151.27,146.86
6/1/2022,148.71,"74,286,640.00",149.90,151.74,147.68
5/31/2022,148.84,"103,718,400.00",149.07,150.66,146.84
5/27/2022,149.64,"90,978,500.00",145.39,149.68,145.26
5/26/2022,143.78,"90,601,550.00",137.39,144.34,137.14
5/25/2022,140.52,"92,482,700.00",138.43,141.79,138.34
5/24/2022,140.36,"104,132,700.00",140.81,141.97,137.33
5/23/2022,143.11,"117,726,300.00",137.79,143.26,137.65
5/20/2022,137.59,"137,426,100.00",139.09,140.70,132.61
5/19/2022,137.35,"136,095,600.00",139.88,141.66,136.60
5/18/2022,140.82,"109,742,900.00",146.85,147.36,139.90
5/17/2022,149.24,"78,336,250.00",148.86,149.77,146.68
5/16/2022,145.54,"86,643,780.00",145.55,147.52,144.18
5/13/2022,147.11,"113,990,900.00",144.59,148.11,143.11
5/12/2022,142.56,"182,602,000.00",142.77,146.20,138.80
5/11/2022,146.50,"142,689,800.00",153.50,155.45,145.81
5/10/2022,154.51,"115,366,700.00",155.52,156.74,152.93
5/9/2022,152.06,"131,577,900.00",154.93,155.83,151.49
5/6/2022,157.28,"116,124,600.00",156.01,159.44,154.18
5/5/2022,156.77,"130,525,300.00",163.85,164.08,154.95
5/4/2022,166.02,"108,256,500.00",159.67,166.48,159.26
5/3/2022,159.48,"88,966,530.00",158.15,160.71,156.32
5/2/2022,157.96,"123,055,300.00",156.71,158.23,153.27
4/29/2022,157.65,"131,747,600.00",161.84,166.20,157.25
4/28/2022,163.64,"130,216,800.00",159.25,164.52,158.93
4/27/2022,156.57,"88,063,190.00",155.91,159.79,155.38
4/26/2022,156.80,"95,623,240.00",162.25,162.34,156.72
4/25/2022,162.88,"96,046,380.00",161.12,163.17,158.46
4/22/2022,161.79,"84,882,420.00",166.46,167.87,161.50
4/21/2022,166.42,"87,227,770.00",168.91,171.53,165.91
4/20/2022,167.23,"67,929,810.00",168.76,168.88,166.10
4/19/2022,167.40,"67,723,830.00",165.02,167.82,163.91
4/18/2022,165.07,"69,023,940.00",163.92,166.60,163.57
4/14/2022,165.29,"75,329,380.00",170.62,171.27,165.04
4/13/2022,170.40,"70,618,930.00",167.39,171.04,166.77
4/12/2022,167.66,"79,265,180.00",168.02,169.87,166.64
4/11/2022,165.75,"72,246,710.00",168.71,169.03,165.50
4/8/2022,170.09,"76,575,510.00",171.78,171.78,169.20
4/7/2022,172.14,"77,594,650.00",171.16,173.36,169.85
4/6/2022,171.83,"89,058,780.00",172.36,173.63,170.13
